skill_name,folder_name,source_repo,category,description,file_count,archive_path
"""bcftools-variant-manipulation""",bcftools-variant-manipulation,sciagent,genomics,"""CLI for VCF/BCF: filter, merge, annotate, query, normalize, compute stats. Core post-variant-calling: quality filtering, multi-sample merging, rsID annotation, genotype extraction. Samtools companion in HTSlib. Use GATK for complex indel realignment during calling; use VCFtools for population genetics stats.""",1,sciagent/genomics-bioinformatics/bcftools-variant-manipulation
"""bedtools-genomic-intervals""",bedtools-genomic-intervals,sciagent,genomics,"""Genomic interval ops on BED/BAM/GFF/VCF. Find overlaps, merge intervals, compute coverage, extract FASTA, find nearest features. Core for ChIP-seq peak annotation, region filtering, genome arithmetic. Use tabix for indexed single-region queries; use deeptools for normalized bigWig coverage.""",1,sciagent/genomics-bioinformatics/bedtools-genomic-intervals
"""biopython-molecular-biology""",biopython-molecular-biology,sciagent,genomics,"""Molecular biology toolkit: sequence manipulation, FASTA/GenBank/PDB I/O, NCBI Entrez, BLAST automation, pairwise/MSA alignment, Bio.PDB, phylogenetic trees. Use for batch processing, custom pipelines, format conversion, PubMed/GenBank queries. For quick gene lookups use gget; for multi-service REST APIs use bioservices.""",1,sciagent/genomics-bioinformatics/biopython-molecular-biology
"""biopython-sequence-analysis""",biopython-sequence-analysis,sciagent,genomics,"""Biopython sequence analysis: parse FASTA/FASTQ/GenBank/GFF (SeqIO), NCBI Entrez (esearch/efetch/elink), remote/local BLAST, pairwise/MSA alignment (PairwiseAligner, MUSCLE/ClustalW), phylogenetic trees (Phylo). Use for gene family studies, phylogenomics, comparative genomics, NCBI pipelines. For PCR/restriction/cloning use biopython-molecular-biology; for SAM/BAM use pysam.""",1,sciagent/genomics-bioinformatics/biopython-sequence-analysis
"""biorxiv-database""",biorxiv-database,sciagent,database-query,"""Query bioRxiv/medRxiv preprints via REST API. Search by DOI, category, or date range; retrieve metadata (title, abstract, authors, category, DOI, version history) and PDFs. No auth. For peer-reviewed biomedical use pubmed-database; broader scholarly search use openalex-database.""",1,sciagent/scientific-writing/biorxiv-database
"""brenda-database""",brenda-database,sciagent,multi-omics,"""BRENDA Enzyme DB SOAP/REST queries: kinetic parameters (Km, Vmax, kcat, Ki), EC classes, substrate specificity, inhibitors, cofactors, organism data. 80K+ enzymes, 7M+ values. Free academic registration. For metabolic modeling use cobrapy-metabolic-modeling; metabolites use hmdb-database.""",1,sciagent/systems-biology-multiomics/brenda-database
"""bwa-mem2-dna-aligner""",bwa-mem2-dna-aligner,sciagent,genomics,"""Fast short-read DNA aligner for WGS/WES/ChIP-seq. 2× faster BWA-MEM successor; outputs SAM/BAM with read group headers for GATK. Primary plus supplementary records for chimeric reads. Use STAR for RNA-seq splice-aware alignment; Bowtie2 is a comparable alternative.""",1,sciagent/genomics-bioinformatics/bwa-mem2-dna-aligner
"""cbioportal-database""",cbioportal-database,sciagent,genomics,"""Cancer genomics (TCGA et al.) via cBioPortal REST API. Retrieve somatic mutations, CNAs, expression, clinical data (survival/stage/treatment) across thousands of studies. Use for TMB, oncoprints, survival analysis. For population frequencies use gnomad-database; for drug-gene interactions use dgidb-database.""",1,sciagent/genomics-bioinformatics/cbioportal-database
"""cellchat-cell-communication""",cellchat-cell-communication,sciagent,single-cell,"""Infer and visualize intercellular communication from scRNA-seq with CellChat (R). Build CellChat from Seurat/counts → subset CellChatDB ligand-receptor pairs → over-expressed genes per group → communication probabilities → pathway signaling → network centrality (senders/receivers/influencers) → chord/heatmap/bubble plots → cross-condition compare. Human, mouse. Use liana for pure-Python.""",1,sciagent/systems-biology-multiomics/cellchat-cell-communication
"""cellpose-cell-segmentation""",cellpose-cell-segmentation,sciagent,biology-other,"""DL cell/nucleus segmentation for fluorescence and brightfield microscopy. Pre-trained models (cyto3, nuclei, tissuenet) and a generalist flow-based algorithm segment cells without retraining. Outputs label masks for morphology and tracking. Use scikit-image watershed for rule-based; Cellpose when DL generalization across staining is needed.""",1,sciagent/cell-biology/cellpose-cell-segmentation
"""celltypist-cell-annotation""",celltypist-cell-annotation,sciagent,single-cell,"""Automated scRNA-seq cell type annotation via pre-trained logistic regression. 45+ models: immune, gut, lung, brain, fetal, cancer microenvironments. Input normalized AnnData; outputs per-cell labels, majority-vote cluster labels, confidence scores. Use for fast, reference-backed annotation without manual marker inspection.""",1,sciagent/genomics-bioinformatics/celltypist-cell-annotation
"""clinpgx-database""",clinpgx-database,sciagent,genomics,"""Query the ClinPGx (formerly PharmGKB) REST API plus the CPIC PostgREST companion API for pharmacogenomic clinical annotations, CPIC/DPWG dosing guidelines, gene-drug pairs, variant-drug associations, FDA/EMA drug labels, and PGx pathways. Two-host architecture: api.clinpgx.org for annotation records, api.cpicpgx.org for genotype→recommendation lookups. No auth. For germline pathogenicity use clinvar-database; for somatic cancer PGx use cosmic-database or opentargets-database; for drug bioactivity use chembl-database-bioactivity.""",1,sciagent/genomics-bioinformatics/clinpgx-database
"""clinvar-database""",clinvar-database,sciagent,genomics,"""Query NCBI ClinVar via E-utilities for variant clinical significance, pathogenicity, disease associations. Search by gene/rsID/condition/review status; returns ClinSig, submitter data, conditions, HGVS. For GWAS use gwas-database; for variant consequence prediction use Ensembl VEP.""",1,sciagent/genomics-bioinformatics/clinvar-database
"""cnvkit-copy-number""",cnvkit-copy-number,sciagent,genomics,"""Detect somatic CNVs from WES/WGS/targeted BAMs (CNVkit v0.9.x). Bin coverage in target/antitarget regions, normalize vs reference, segment with CBS/HMM, call amps/dels, scatter/diagram plots, purity/ploidy, VCF/SEG export. CLI plus Python API (cnvlib). Use GATK CNV for deep WGS with population controls; use CNVkit for targeted/exome where antitarget bins matter.""",1,sciagent/genomics-bioinformatics/cnvkit-copy-number
"""cosmic-database""",cosmic-database,sciagent,genomics,"""Query COSMIC for cancer somatic mutations, gene census, mutational signatures, drug resistance variants. REST API v3.1 supports gene/sample/variant queries; free registration. For germline use clinvar-database; for drug-target data use opentargets-database or chembl-database-bioactivity.""",1,sciagent/genomics-bioinformatics/cosmic-database
"""dailymed-database""",dailymed-database,sciagent,proteomics,"""Query FDA drug labels (DailyMed) via REST API. Search structured product labels (SPLs) by name, NDC, set ID, or RxCUI; get indications, dosage, warnings, adverse reactions, packaging. No auth. For adverse events use fda-database; for DDIs use ddinter-database.""",1,sciagent/structural-biology-drug-discovery/dailymed-database
"""dbsnp-database""",dbsnp-database,sciagent,genomics,"""Query NCBI dbSNP for SNP records by rsID, gene, or region via E-utilities and Variation Services REST API. Retrieve alleles, MAF, variant class (SNV/indel/MNV), clinical links, cross-DB IDs (ClinVar, dbVar, 1000G). Free; 3 req/sec (10 with key). For clinical pathogenicity use clinvar-database; for population frequencies use gnomad-database.""",1,sciagent/genomics-bioinformatics/dbsnp-database
"""ddinter-database""",ddinter-database,sciagent,genomics,"""Query DDInter drug-drug interactions via REST API (1.7M+ interactions, 2,400+ drugs). Search by drug name/ID for severity (major/moderate/minor), mechanisms, and clinical recommendations. No auth. For FDA labeling use dailymed-database; for pharmacogenomics use clinpgx-database.""",1,sciagent/structural-biology-drug-discovery/ddinter-database
"""deseq2-differential-expression""",deseq2-differential-expression,sciagent,genomics,"""Bulk RNA-seq DE with R/Bioconductor DESeq2. Negative binomial GLM, empirical Bayes shrinkage, Wald/LRT tests, multi-factor designs, Salmon tximeta import, apeglm LFC shrinkage, MA/volcano/heatmap viz. R gold standard. Use pydeseq2-differential-expression for Python; use edgeR for TMM normalization.""",1,sciagent/genomics-bioinformatics/deseq2-differential-expression
"""drugbank-database-access""",drugbank-database-access,sciagent,clinical,"""Parse local DrugBank XML for drug info, interactions, targets, and properties. Search by ID/name/CAS, extract DDIs with severity, map targets/enzymes/transporters, compute SMILES similarity. Primary via local XML; REST API rate-limited (3k/month dev). For live bioactivity use chembl-database-bioactivity; for compound properties use pubchem-compound-search.""",4,sciagent/structural-biology-drug-discovery/drugbank-database-access
